id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
83664,5000.0,RENT,77000.0,17.53,0.1311,0,0,OVER_FORTY,12832
74824,10500.0,MORTGAGE,40000.0,26.43,0.1064,0,0,UNDER_FORTY,14749
102802,17000.0,MORTGAGE,60000.0,17.54,0.1016,0,0,UNDER_FORTY,8540
76639,6000.0,MORTGAGE,90000.0,13.43,0.089,0,0,UNDER_FORTY,8632
104978,35000.0,MORTGAGE,90000.0,9.12,0.158,0,0,UNDER_FORTY,12132
108132,10000.0,RENT,85000.0,5.1,0.1311,0,0,UNDER_FORTY,4950
82003,20000.0,OWN,48000.0,30.53,0.1311,0,0,UNDER_FORTY,9210
88213,7500.0,RENT,40000.0,14.64,0.1629,0,1,OVER_FORTY,5223
80028,5000.0,MORTGAGE,66000.0,26.42,0.0971,0,0,UNDER_FORTY,8752
111035,15000.0,OWN,41976.0,1.57,0.0603,0,0,UNDER_FORTY,19498
99229,12825.0,RENT,52000.0,23.31,0.1114,0,0,UNDER_FORTY,8084
90768,30000.0,MORTGAGE,188000.0,8.63,0.1433,0,0,UNDER_FORTY,7902
110306,7100.0,RENT,40000.0,9.99,0.1114,0,0,UNDER_FORTY,7232
78689,18000.0,MORTGAGE,105000.0,18.4,0.1235,0,0,UNDER_FORTY,7933
73824,35000.0,RENT,110000.0,8.98,0.1756,0,0,UNDER_FORTY,6227
108378,9000.0,MORTGAGE,50000.0,20.04,0.1114,0,1,UNDER_FORTY,8967
108339,5500.0,MORTGAGE,93000.0,12.14,0.1629,0,1,OVER_FORTY,11493
88861,7500.0,RENT,39000.0,27.75,0.1311,0,0,UNDER_FORTY,10428
99248,10000.0,MORTGAGE,41600.0,13.18,0.1114,0,0,UNDER_FORTY,5011
88683,10000.0,MORTGAGE,85000.0,7.26,0.1311,0,0,UNDER_FORTY,6075
70308,10400.0,RENT,100000.0,30.92,0.1756,0,1,UNDER_FORTY,7018
