id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
77024,9000.0,RENT,26500.0,20.97,0.1588,0,0,UNDER_FORTY,9302
102156,5875.0,OWN,25550.0,6.2,0.2328,0,0,UNDER_FORTY,7444
108441,20000.0,MORTGAGE,75000.0,15.63,0.089,0,0,UNDER_FORTY,8844
104369,11500.0,MORTGAGE,51500.0,29.8,0.1409,0,0,OVER_FORTY,7383
85738,2500.0,MORTGAGE,23000.0,17.17,0.1629,0,0,OVER_FORTY,10397
97904,2000.0,RENT,25000.0,29.86,0.1531,0,0,UNDER_FORTY,6653
101967,7500.0,RENT,55740.0,12.96,0.1777,0,1,UNDER_FORTY,5345
108411,5875.0,RENT,30000.0,18.12,0.1777,0,0,UNDER_FORTY,5223
79532,12000.0,RENT,120000.0,14.43,0.1678,0,1,UNDER_FORTY,6957
72113,7900.0,RENT,58000.0,21.74,0.1368,0,0,UNDER_FORTY,6196
83693,20000.0,RENT,100000.0,4.82,0.0662,0,0,UNDER_FORTY,15907
72805,2000.0,RENT,54000.0,7.86,0.1064,0,0,UNDER_FORTY,6196
83796,5500.0,MORTGAGE,85000.0,9.23,0.1849,0,0,UNDER_FORTY,13288
107763,11525.0,RENT,49500.0,10.88,0.158,0,0,UNDER_FORTY,6167
76530,15000.0,RENT,45000.0,15.57,0.1155,0,0,UNDER_FORTY,7780
87514,15000.0,RENT,95000.0,8.14,0.1433,0,0,UNDER_FORTY,8510
87839,15000.0,RENT,98000.0,13.21,0.1311,0,0,UNDER_FORTY,5527
85685,5600.0,MORTGAGE,50000.0,13.56,0.1409,0,0,OVER_FORTY,6623
102407,5375.0,RENT,45000.0,20.21,0.2049,0,0,UNDER_FORTY,9940
95725,19750.0,MORTGAGE,44600.0,16.78,0.1016,0,1,UNDER_FORTY,7536
88407,20000.0,MORTGAGE,120000.0,10.68,0.1531,0,0,UNDER_FORTY,5223
83021,16000.0,RENT,75000.0,1.84,0.079,0,0,UNDER_FORTY,11797
93380,28000.0,MORTGAGE,140000.0,18.63,0.0762,0,0,UNDER_FORTY,8449
107098,24000.0,MORTGAGE,165000.0,9.64,0.089,0,0,UNDER_FORTY,7841
70495,4000.0,MORTGAGE,32205.0,16.36,0.1885,0,0,OVER_FORTY,7383
70443,6000.0,RENT,40000.0,24.09,0.1522,1,1,UNDER_FORTY,7506
104643,5725.0,MORTGAGE,55000.0,10.8,0.079,0,0,OVER_FORTY,8022
104209,21000.0,MORTGAGE,128556.0,9.33,0.089,0,0,OVER_FORTY,10244
109016,32000.0,MORTGAGE,88000.0,15.0,0.089,0,0,UNDER_FORTY,9514
74321,20700.0,MORTGAGE,62000.0,14.32,0.089,0,0,UNDER_FORTY,11309
81821,21000.0,MORTGAGE,141000.0,16.12,0.089,0,0,UNDER_FORTY,6319
82734,12000.0,MORTGAGE,72000.0,23.6,0.158,0,0,OVER_FORTY,7628
72804,24000.0,MORTGAGE,96000.0,26.64,0.0762,0,0,UNDER_FORTY,11220
103014,22625.0,MORTGAGE,99000.0,6.59,0.0662,0,0,UNDER_FORTY,8479
103237,8400.0,RENT,34000.0,22.03,0.1433,0,0,OVER_FORTY,4675
81374,15000.0,RENT,40000.0,16.17,0.1629,0,0,OVER_FORTY,7322
100787,8725.0,MORTGAGE,32041.54,21.42,0.1114,0,0,OVER_FORTY,8602
77884,10000.0,RENT,35000.0,26.67,0.1678,0,0,UNDER_FORTY,8724
70521,18000.0,MORTGAGE,72000.0,8.8,0.1064,0,0,UNDER_FORTY,6867
101146,8000.0,MORTGAGE,47000.0,32.19,0.1433,0,0,UNDER_FORTY,6776
83348,6000.0,MORTGAGE,75000.0,12.74,0.158,1,0,UNDER_FORTY,8783
96135,10000.0,RENT,45000.0,10.61,0.1875,0,0,UNDER_FORTY,10124
88739,5575.0,RENT,55000.0,6.79,0.158,0,0,UNDER_FORTY,5922
105620,12000.0,RENT,70000.0,12.45,0.1311,0,0,UNDER_FORTY,8752
79106,20000.0,OWN,71000.0,15.08,0.1235,0,0,UNDER_FORTY,7353
84642,9225.0,MORTGAGE,35000.0,27.26,0.1114,0,0,UNDER_FORTY,7232
107891,11100.0,RENT,33000.0,17.62,0.1433,0,0,UNDER_FORTY,7902
81912,8000.0,MORTGAGE,65000.0,7.2,0.0762,0,1,OVER_FORTY,7597
110758,18825.0,MORTGAGE,42000.0,3.06,0.0603,0,0,OVER_FORTY,13928
109135,21000.0,MORTGAGE,210000.0,12.35,0.0762,0,0,OVER_FORTY,13593
70322,18000.0,MORTGAGE,40000.0,20.19,0.1885,0,0,UNDER_FORTY,7263
82905,6000.0,MORTGAGE,67000.0,9.5,0.1531,0,0,UNDER_FORTY,6349
106115,6800.0,RENT,75000.0,6.45,0.1114,0,0,UNDER_FORTY,6533
75129,24000.0,RENT,75000.0,27.61,0.1235,0,0,UNDER_FORTY,6349
81356,9200.0,MORTGAGE,120000.0,13.09,0.1727,0,0,OVER_FORTY,5771
75201,5200.0,RENT,32000.0,20.48,0.1885,0,0,UNDER_FORTY,13989
91804,10000.0,RENT,92000.0,7.19,0.1114,0,0,OVER_FORTY,6288
80184,24250.0,MORTGAGE,54000.0,22.12,0.1235,0,0,OVER_FORTY,7567
93703,6700.0,MORTGAGE,39000.0,14.49,0.1433,0,0,UNDER_FORTY,6319
93059,12375.0,MORTGAGE,53840.0,17.41,0.1311,0,0,OVER_FORTY,9180
107104,12000.0,MORTGAGE,92000.0,21.14,0.079,0,0,UNDER_FORTY,8145
74686,6000.0,MORTGAGE,29000.0,28.92,0.1433,0,0,OVER_FORTY,8114
76346,4950.0,RENT,17000.0,29.79,0.1368,0,0,UNDER_FORTY,6957
70576,18000.0,MORTGAGE,95000.0,14.01,0.1305,0,0,OVER_FORTY,8875
108857,6000.0,RENT,61000.0,26.61,0.1727,0,0,OVER_FORTY,7018
