id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
106445,10800.0,RENT,72000.0,6.7,0.1433,0,0,UNDER_FORTY,7049
79934,20000.0,OWN,150000.0,15.42,0.1155,0,0,UNDER_FORTY,6957
88701,15250.0,RENT,50000.0,6.94,0.1311,0,0,UNDER_FORTY,6075
93205,26000.0,RENT,61000.0,18.33,0.1433,0,0,OVER_FORTY,8479
81408,12000.0,MORTGAGE,58000.0,19.35,0.1016,0,0,OVER_FORTY,15419
110520,10000.0,RENT,62000.0,13.61,0.089,0,0,UNDER_FORTY,10093
105980,14000.0,MORTGAGE,130000.0,23.81,0.1311,0,0,UNDER_FORTY,7597
110789,8725.0,RENT,26054.81,31.5,0.1409,0,0,OVER_FORTY,9848
85230,8400.0,RENT,30000.0,20.84,0.1016,0,0,UNDER_FORTY,6533
88964,18000.0,RENT,45000.0,10.22,0.1212,0,0,UNDER_FORTY,5011
98022,20000.0,MORTGAGE,45000.0,12.61,0.0603,0,0,UNDER_FORTY,16454
109952,10850.0,RENT,31000.0,23.19,0.1311,0,0,OVER_FORTY,9180
76941,7000.0,MORTGAGE,28000.0,14.12,0.1305,0,0,UNDER_FORTY,12954
84344,20000.0,RENT,210000.0,4.43,0.1727,0,0,UNDER_FORTY,18129
85963,10075.0,OWN,29028.0,24.12,0.1016,0,0,UNDER_FORTY,9271
89301,18550.0,RENT,65000.0,23.8,0.1212,0,0,UNDER_FORTY,5710
80972,6250.0,RENT,85000.0,9.43,0.1875,0,0,UNDER_FORTY,4919
72224,11700.0,MORTGAGE,33700.0,33.36,0.1235,0,0,UNDER_FORTY,7994
76654,11500.0,MORTGAGE,35000.0,12.21,0.1064,0,0,UNDER_FORTY,8328
72600,11100.0,MORTGAGE,47000.0,29.21,0.0603,0,0,UNDER_FORTY,13319
103672,20000.0,RENT,105000.0,12.18,0.1114,0,0,UNDER_FORTY,6136
103355,10000.0,MORTGAGE,40000.0,20.88,0.1849,0,0,OVER_FORTY,8267
107662,12000.0,RENT,68000.0,8.52,0.1114,0,1,UNDER_FORTY,7749
95038,10800.0,RENT,85000.0,5.69,0.158,0,0,UNDER_FORTY,5465
99291,21250.0,RENT,48000.0,28.93,0.1409,0,0,UNDER_FORTY,6988
101377,7500.0,RENT,44292.0,21.78,0.1409,0,0,OVER_FORTY,8267
94899,22475.0,MORTGAGE,92500.0,6.2,0.1409,0,0,OVER_FORTY,8175
95297,13200.0,MORTGAGE,86400.0,13.29,0.1114,0,0,UNDER_FORTY,6926
95918,16000.0,RENT,60000.0,10.4,0.1016,0,0,UNDER_FORTY,9848
111235,20000.0,RENT,185000.0,19.14,0.1311,0,0,UNDER_FORTY,6714
76092,8000.0,RENT,40000.0,24.21,0.208,0,0,UNDER_FORTY,7506
103960,6000.0,OWN,47000.0,13.66,0.1531,0,0,UNDER_FORTY,9118
100117,7200.0,MORTGAGE,40352.0,14.27,0.1311,0,1,OVER_FORTY,12681
84941,11700.0,MORTGAGE,72000.0,26.23,0.1433,0,1,UNDER_FORTY,6714
89928,4000.0,OWN,70000.0,9.03,0.1777,0,0,UNDER_FORTY,5649
102040,15000.0,OWN,65000.0,17.58,0.1409,0,1,UNDER_FORTY,8967
74801,17000.0,MORTGAGE,170000.0,2.89,0.079,0,0,OVER_FORTY,14231
110444,12800.0,MORTGAGE,110000.0,17.06,0.0762,0,0,OVER_FORTY,9606
107049,6500.0,MORTGAGE,30000.0,9.28,0.1016,0,0,OVER_FORTY,9455
81254,3200.0,RENT,46000.0,25.12,0.1311,0,1,UNDER_FORTY,7383
84271,7200.0,RENT,45500.0,13.95,0.21,0,1,OVER_FORTY,8175
77957,7000.0,OWN,51600.0,18.91,0.0971,0,0,UNDER_FORTY,7841
108875,28000.0,MORTGAGE,91000.0,18.45,0.089,0,0,OVER_FORTY,9241
104836,19750.0,RENT,45082.0,25.69,0.158,0,0,UNDER_FORTY,9302
78392,15250.0,OWN,53000.0,9.85,0.089,0,0,OVER_FORTY,7810
101902,16000.0,RENT,65000.0,4.87,0.1114,0,0,UNDER_FORTY,5100
111901,3200.0,MORTGAGE,43766.0,4.38,0.1777,0,0,UNDER_FORTY,4888
