id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
108834,8125.0,MORTGAGE,24000.0,26.3,0.1727,0,0,UNDER_FORTY,9820
80178,12000.0,MORTGAGE,83000.0,34.41,0.1235,0,0,OVER_FORTY,8936
107320,5000.0,RENT,76000.0,1.85,0.1311,0,0,UNDER_FORTY,4369
97100,4000.0,RENT,17000.0,4.16,0.1972,0,0,UNDER_FORTY,5588
80167,24000.0,RENT,120000.0,21.64,0.079,0,0,UNDER_FORTY,9848
107520,4000.0,RENT,52000.0,33.37,0.158,0,0,UNDER_FORTY,7018
106207,2400.0,RENT,85000.0,2.48,0.21,0,0,OVER_FORTY,7933
74684,8000.0,RENT,54000.0,8.4,0.1433,0,0,OVER_FORTY,6592
99031,8000.0,RENT,89000.0,3.18,0.1727,0,0,OVER_FORTY,9210
103093,9500.0,MORTGAGE,45000.0,10.51,0.089,0,0,UNDER_FORTY,8206
90502,10375.0,RENT,30000.0,29.6,0.1531,0,0,UNDER_FORTY,7872
85220,9000.0,MORTGAGE,48000.0,24.7,0.1777,0,0,UNDER_FORTY,8267
76964,35000.0,RENT,82000.0,17.5,0.1588,0,0,UNDER_FORTY,5830
84423,5250.0,MORTGAGE,42100.0,34.8,0.1212,0,1,UNDER_FORTY,9848
93535,10000.0,MORTGAGE,80000.0,21.16,0.1016,0,0,UNDER_FORTY,13135
103490,4000.0,MORTGAGE,20400.0,13.76,0.1972,0,0,UNDER_FORTY,11067
78245,7750.0,RENT,36000.0,0.07,0.1433,0,0,UNDER_FORTY,4188
79113,14125.0,MORTGAGE,45000.0,16.13,0.1064,0,0,OVER_FORTY,7232
107192,8575.0,RENT,25000.0,11.68,0.1849,0,0,UNDER_FORTY,5953
107268,19000.0,RENT,167000.0,11.53,0.1114,0,0,UNDER_FORTY,6684
74690,20800.0,MORTGAGE,70000.0,8.13,0.0603,0,0,UNDER_FORTY,11615
71447,3600.0,OWN,40000.0,34.38,0.208,0,0,UNDER_FORTY,11615
102949,16100.0,MORTGAGE,60000.0,22.12,0.1905,0,1,UNDER_FORTY,7383
81493,17000.0,MORTGAGE,76000.0,11.26,0.1016,0,0,OVER_FORTY,9728
96985,15000.0,RENT,111000.0,9.64,0.1311,0,0,OVER_FORTY,8022
78826,8575.0,MORTGAGE,24849.0,10.38,0.089,0,0,OVER_FORTY,8875
104883,16000.0,OWN,110000.0,18.39,0.0762,0,0,UNDER_FORTY,8084
78496,10000.0,MORTGAGE,50000.0,19.66,0.1756,0,0,UNDER_FORTY,9545
81013,10375.0,MORTGAGE,31000.0,12.19,0.1727,0,1,OVER_FORTY,5437
107275,14125.0,MORTGAGE,46000.0,27.47,0.1311,0,0,OVER_FORTY,6837
108390,23050.0,MORTGAGE,150000.0,18.74,0.1114,0,0,UNDER_FORTY,8206
108680,12000.0,MORTGAGE,70000.0,6.29,0.0662,0,0,UNDER_FORTY,5618
76685,5000.0,RENT,52000.0,11.03,0.1433,0,0,UNDER_FORTY,8084
85747,12000.0,MORTGAGE,50000.0,9.48,0.089,0,0,OVER_FORTY,8145
94629,16200.0,MORTGAGE,102000.0,11.06,0.1311,0,0,UNDER_FORTY,12102
97844,9000.0,MORTGAGE,60000.0,7.74,0.1114,0,0,UNDER_FORTY,6926
89156,11200.0,RENT,85000.0,15.01,0.1531,0,0,UNDER_FORTY,6014
70954,6075.0,MORTGAGE,25000.0,24.05,0.1064,0,0,UNDER_FORTY,4950
104719,6000.0,RENT,22000.0,17.02,0.1433,0,0,UNDER_FORTY,8510
79248,19800.0,OWN,50000.0,22.01,0.1235,0,1,UNDER_FORTY,5192
104498,10000.0,MORTGAGE,58000.0,24.23,0.1212,0,0,UNDER_FORTY,6319
71266,5000.0,MORTGAGE,55000.0,14.44,0.1064,0,0,OVER_FORTY,8267
104615,10000.0,RENT,110000.0,15.4,0.089,0,0,OVER_FORTY,7475
111664,6500.0,RENT,33500.0,29.84,0.158,0,0,UNDER_FORTY,4858
76680,15600.0,MORTGAGE,108000.0,22.41,0.0662,0,0,UNDER_FORTY,7049
97296,14675.0,MORTGAGE,40000.0,25.14,0.1311,0,1,UNDER_FORTY,10794
75246,15000.0,MORTGAGE,107000.0,12.44,0.1235,0,0,OVER_FORTY,11006
105373,7000.0,RENT,78739.57,7.42,0.1905,0,0,UNDER_FORTY,4522
111288,20000.0,MORTGAGE,78000.0,3.37,0.1114,0,0,UNDER_FORTY,7291
107600,20000.0,RENT,120000.0,15.43,0.089,0,0,OVER_FORTY,8084
82340,11000.0,MORTGAGE,55000.0,25.27,0.1212,0,1,UNDER_FORTY,8084
107513,2000.0,MORTGAGE,70000.0,18.33,0.1114,0,0,OVER_FORTY,9820
