id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
95151,16000.0,OWN,50000.0,31.38,0.1311,0,0,OVER_FORTY,12528
69796,10000.0,MORTGAGE,73000.0,18.12,0.1368,5,0,UNDER_FORTY,7263
99186,12000.0,MORTGAGE,55000.0,19.11,0.1777,0,1,UNDER_FORTY,8114
101555,1200.0,RENT,37500.0,2.75,0.1777,0,0,UNDER_FORTY,5618
109722,35000.0,RENT,125000.0,19.66,0.1629,0,1,UNDER_FORTY,10124
91648,2500.0,RENT,39422.0,7.46,0.1433,0,0,UNDER_FORTY,12893
80560,6325.0,MORTGAGE,46072.0,16.96,0.0971,0,1,UNDER_FORTY,7841
76250,22000.0,RENT,50000.0,11.06,0.1678,0,0,UNDER_FORTY,10975
73083,8575.0,RENT,45379.0,9.41,0.1155,0,0,UNDER_FORTY,6014
110351,20000.0,MORTGAGE,130000.0,12.6,0.21,0,0,OVER_FORTY,7628
109372,6400.0,RENT,100345.0,15.82,0.1212,0,0,UNDER_FORTY,6227
90586,8400.0,MORTGAGE,64800.0,15.76,0.1016,0,0,UNDER_FORTY,8114
102021,35000.0,MORTGAGE,128000.0,10.92,0.1777,0,0,UNDER_FORTY,9759
72805,2000.0,RENT,54000.0,7.86,0.1064,0,0,UNDER_FORTY,6196
87178,6300.0,RENT,32000.0,16.73,0.1727,0,0,UNDER_FORTY,6926
111354,6675.0,OWN,75000.0,9.02,0.1311,0,0,UNDER_FORTY,7841
91381,5600.0,MORTGAGE,40000.0,16.02,0.1114,0,0,UNDER_FORTY,7719
98728,15000.0,MORTGAGE,45000.0,14.16,0.1311,0,0,UNDER_FORTY,5284
101494,30000.0,MORTGAGE,225000.0,20.2,0.2198,0,1,UNDER_FORTY,9271
71332,7125.0,MORTGAGE,40000.0,22.98,0.1756,0,0,OVER_FORTY,8571
72101,4800.0,MORTGAGE,48000.0,32.07,0.1522,0,0,UNDER_FORTY,6411
98585,9175.0,RENT,31000.0,27.64,0.1849,0,1,UNDER_FORTY,9483
76937,8000.0,MORTGAGE,105104.76,33.69,0.1368,0,0,OVER_FORTY,10366
88852,12000.0,MORTGAGE,83000.0,16.7,0.1212,0,0,UNDER_FORTY,15572
108994,10000.0,RENT,29000.0,24.43,0.158,0,0,UNDER_FORTY,4645
90006,8000.0,RENT,42100.0,19.47,0.1433,0,0,UNDER_FORTY,5192
81100,24000.0,RENT,133000.0,8.22,0.1311,0,0,UNDER_FORTY,5041
69249,8000.0,MORTGAGE,30000.0,26.52,0.1235,0,0,UNDER_FORTY,7202
71082,21000.0,MORTGAGE,105000.0,20.72,0.1885,0,1,UNDER_FORTY,7475
70732,10625.0,RENT,37000.0,23.45,0.1522,0,0,OVER_FORTY,4522
94331,11700.0,OWN,57000.0,15.83,0.1311,0,0,UNDER_FORTY,9483
86510,24000.0,MORTGAGE,120000.0,33.89,0.1311,0,0,UNDER_FORTY,17763
88578,16000.0,RENT,58000.0,24.23,0.1905,0,0,UNDER_FORTY,8997
75650,4000.0,RENT,40000.0,23.37,0.1756,0,0,UNDER_FORTY,6380
71726,1200.0,RENT,30000.0,12.96,0.2031,0,0,UNDER_FORTY,4919
102113,14825.0,MORTGAGE,40000.0,25.11,0.1629,0,0,OVER_FORTY,11919
86461,3825.0,MORTGAGE,34320.0,10.91,0.1531,0,0,UNDER_FORTY,8206
110858,35000.0,MORTGAGE,131000.0,17.86,0.1212,0,0,UNDER_FORTY,11736
72218,20000.0,RENT,195000.0,16.86,0.1678,0,0,UNDER_FORTY,7902
103294,2000.0,RENT,7600.0,2.84,0.2247,0,1,UNDER_FORTY,4553
94892,14825.0,MORTGAGE,75000.0,12.38,0.1849,0,1,UNDER_FORTY,6745
88709,5000.0,MORTGAGE,65000.0,2.13,0.0603,0,0,UNDER_FORTY,4888
98239,3250.0,RENT,20000.0,13.88,0.1531,0,0,UNDER_FORTY,7291
89272,15050.0,OWN,54000.0,28.53,0.1905,0,0,UNDER_FORTY,9118
112550,21000.0,RENT,92243.0,11.01,0.1114,0,0,UNDER_FORTY,6014
108567,6625.0,MORTGAGE,34640.0,20.92,0.1114,0,0,OVER_FORTY,9363
97538,15000.0,MORTGAGE,65000.0,14.38,0.1016,0,0,OVER_FORTY,7141
75568,3625.0,RENT,32000.0,20.36,0.1433,0,0,UNDER_FORTY,4127
98288,6000.0,MORTGAGE,44000.0,4.75,0.1114,0,0,UNDER_FORTY,8053
88360,3000.0,RENT,18000.0,15.27,0.21,0,0,UNDER_FORTY,4035
84605,10000.0,RENT,32000.0,19.01,0.1727,0,0,OVER_FORTY,7353
102724,4800.0,RENT,33000.0,19.45,0.1629,0,0,UNDER_FORTY,8084
81383,5800.0,MORTGAGE,66000.0,28.62,0.1212,0,0,OVER_FORTY,9789
99620,18000.0,MORTGAGE,76800.0,14.41,0.1311,0,0,UNDER_FORTY,7141
109453,7200.0,MORTGAGE,34000.0,27.49,0.1905,0,0,UNDER_FORTY,8359
80872,10000.0,MORTGAGE,69000.0,33.36,0.158,0,0,UNDER_FORTY,6349
109920,3000.0,OWN,52000.0,20.22,0.1875,0,0,UNDER_FORTY,6988
91456,2500.0,MORTGAGE,60000.0,11.82,0.1905,0,0,OVER_FORTY,17033
102792,5000.0,RENT,39200.0,11.08,0.1905,0,0,UNDER_FORTY,11585
111291,20400.0,MORTGAGE,75000.0,28.16,0.1114,0,0,UNDER_FORTY,7597
110943,15000.0,MORTGAGE,103000.0,14.25,0.1114,0,0,OVER_FORTY,7171
104496,24000.0,MORTGAGE,100000.0,13.93,0.089,0,1,UNDER_FORTY,8844
103845,10000.0,RENT,75000.0,15.77,0.1114,0,0,UNDER_FORTY,5618
80650,23000.0,MORTGAGE,330000.0,3.13,0.1114,0,1,UNDER_FORTY,11493
94877,12000.0,MORTGAGE,75000.0,23.49,0.1114,0,0,OVER_FORTY,9180
76918,5500.0,MORTGAGE,19100.0,24.13,0.1825,0,0,UNDER_FORTY,4980
83899,6000.0,MORTGAGE,42000.0,8.37,0.1409,0,0,OVER_FORTY,7353
86976,5000.0,MORTGAGE,50000.0,4.39,0.1433,0,0,UNDER_FORTY,20075
78885,10000.0,OWN,53278.0,22.66,0.1588,0,0,UNDER_FORTY,8814
93591,14000.0,OWN,55000.0,20.27,0.1433,0,0,OVER_FORTY,7657
101565,14000.0,OWN,115000.0,11.37,0.1212,0,0,OVER_FORTY,10641
109287,14000.0,MORTGAGE,83000.0,20.59,0.1114,0,0,OVER_FORTY,14933
94604,3500.0,RENT,44000.0,34.09,0.158,0,0,OVER_FORTY,7933
94966,7500.0,MORTGAGE,300000.0,11.1,0.1016,0,0,UNDER_FORTY,9940
106067,6750.0,MORTGAGE,53000.0,14.15,0.079,0,0,UNDER_FORTY,6502
99410,1875.0,OWN,15264.0,27.59,0.1311,0,0,UNDER_FORTY,7414
