id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status,probability,prediction
108834,8125,MORTGAGE,24000.0,26.3,0.1727,0,9820,UNDER_FORTY,0,0.704453914140471,1
80178,12000,MORTGAGE,83000.0,34.41,0.1235,0,8936,OVER_FORTY,0,0.47864062111321154,0
107320,5000,RENT,76000.0,1.85,0.1311,0,4369,UNDER_FORTY,0,0.40880753169865797,0
97100,4000,RENT,17000.0,4.16,0.1972,0,5588,UNDER_FORTY,0,0.7244619135348023,1
80167,24000,RENT,120000.0,21.64,0.079,0,9848,UNDER_FORTY,0,0.30111294771812913,0
107520,4000,RENT,52000.0,33.37,0.158,0,7018,UNDER_FORTY,0,0.6073163343867661,0
106207,2400,RENT,85000.0,2.48,0.21,0,7933,OVER_FORTY,0,0.5621588078498984,0
74684,8000,RENT,54000.0,8.4,0.1433,0,6592,OVER_FORTY,0,0.518293556403829,0
99031,8000,RENT,89000.0,3.18,0.1727,0,9210,OVER_FORTY,0,0.5191201863590602,0
103093,9500,MORTGAGE,45000.0,10.51,0.08900000000000001,0,8206,UNDER_FORTY,0,0.3685319170406471,0
90502,10375,RENT,30000.0,29.6,0.1531,0,7872,UNDER_FORTY,0,0.6728950123779148,1
85220,9000,MORTGAGE,48000.0,24.7,0.1777,0,8267,UNDER_FORTY,0,0.6369233131978734,1
76964,35000,RENT,82000.0,17.5,0.1588,0,5830,UNDER_FORTY,0,0.5675885191742173,0
84423,5250,MORTGAGE,42100.0,34.8,0.1212,0,9848,UNDER_FORTY,1,0.5335324845976882,0
93535,10000,MORTGAGE,80000.0,21.16,0.1016,0,13135,UNDER_FORTY,0,0.38324107690679954,0
103490,4000,MORTGAGE,20400.0,13.76,0.1972,0,11067,UNDER_FORTY,0,0.7197812722872873,1
78245,7750,RENT,36000.0,0.07,0.1433,0,4188,UNDER_FORTY,0,0.5347251758008009,0
79113,14125,MORTGAGE,45000.0,16.13,0.1064,0,7232,OVER_FORTY,0,0.4503412302296847,0
107192,8575,RENT,25000.0,11.68,0.1849,0,5953,UNDER_FORTY,0,0.7011379728821248,1
107268,19000,RENT,167000.0,11.53,0.1114,0,6684,UNDER_FORTY,0,0.33321188765056464,0
74690,20800,MORTGAGE,70000.0,8.13,0.0603,0,11615,UNDER_FORTY,0,0.23404221018274027,0
71447,3600,OWN,40000.0,34.38,0.20800000000000002,0,11615,UNDER_FORTY,0,0.7155133243112072,1
102949,16100,MORTGAGE,60000.0,22.12,0.1905,0,7383,UNDER_FORTY,1,0.6426764445464235,1
81493,17000,MORTGAGE,76000.0,11.26,0.1016,0,9728,OVER_FORTY,0,0.37181995756656677,0
96985,15000,RENT,111000.0,9.64,0.1311,0,8022,OVER_FORTY,0,0.4249303253448423,0
78826,8575,MORTGAGE,24849.0,10.38,0.08900000000000001,0,8875,OVER_FORTY,0,0.43482211910267643,0
104883,16000,OWN,110000.0,18.39,0.0762,0,8084,UNDER_FORTY,0,0.2624855828523621,0
78496,10000,MORTGAGE,50000.0,19.66,0.1756,0,9545,UNDER_FORTY,0,0.6204631444553254,0
81013,10375,MORTGAGE,31000.0,12.19,0.1727,0,5437,OVER_FORTY,1,0.6401100844368105,1
107275,14125,MORTGAGE,46000.0,27.47,0.1311,0,6837,OVER_FORTY,0,0.5504879403804561,0
108390,23050,MORTGAGE,150000.0,18.74,0.1114,0,8206,UNDER_FORTY,0,0.34996236556960125,0
108680,12000,MORTGAGE,70000.0,6.29,0.0662,0,5618,UNDER_FORTY,0,0.23249600251017663,0
76685,5000,RENT,52000.0,11.03,0.1433,0,8084,UNDER_FORTY,0,0.5210947217644895,0
85747,12000,MORTGAGE,50000.0,9.48,0.08900000000000001,0,8145,OVER_FORTY,0,0.35996940564078045,0
94629,16200,MORTGAGE,102000.0,11.06,0.1311,0,12102,UNDER_FORTY,0,0.4256751149023605,0
97844,9000,MORTGAGE,60000.0,7.74,0.1114,0,6926,UNDER_FORTY,0,0.3975815340714209,0
89156,11200,RENT,85000.0,15.01,0.1531,0,6014,UNDER_FORTY,0,0.513614857742162,0
70954,6075,MORTGAGE,25000.0,24.05,0.1064,0,4950,UNDER_FORTY,0,0.512305640877821,0
104719,6000,RENT,22000.0,17.02,0.1433,0,8510,UNDER_FORTY,0,0.6417418225169514,1
79248,19800,OWN,50000.0,22.01,0.1235,0,5192,UNDER_FORTY,1,0.5087079853460976,0
104498,10000,MORTGAGE,58000.0,24.23,0.1212,0,6319,UNDER_FORTY,0,0.4757740175412307,0
71266,5000,MORTGAGE,55000.0,14.44,0.1064,0,8267,OVER_FORTY,0,0.3977681549958321,0
104615,10000,RENT,110000.0,15.4,0.08900000000000001,0,7475,OVER_FORTY,0,0.3054453231398252,0
111664,6500,RENT,33500.0,29.84,0.158,0,4858,UNDER_FORTY,0,0.6529987752263083,1
76680,15600,MORTGAGE,108000.0,22.41,0.0662,0,7049,UNDER_FORTY,0,0.23496379490380392,0
97296,14675,MORTGAGE,40000.0,25.14,0.1311,0,10794,UNDER_FORTY,1,0.5698402630293579,0
75246,15000,MORTGAGE,107000.0,12.44,0.1235,0,11006,OVER_FORTY,0,0.3996186307381703,0
105373,7000,RENT,78739.57,7.42,0.1905,0,4522,UNDER_FORTY,0,0.565425702945898,0
111288,20000,MORTGAGE,78000.0,3.37,0.1114,0,7291,UNDER_FORTY,0,0.3777720469564254,0
107600,20000,RENT,120000.0,15.43,0.08900000000000001,0,8084,OVER_FORTY,0,0.3137319461634397,0
82340,11000,MORTGAGE,55000.0,25.27,0.1212,0,8084,UNDER_FORTY,1,0.49195673864946293,0
107513,2000,MORTGAGE,70000.0,18.33,0.1114,0,9820,OVER_FORTY,0,0.3754081626827462,0
86107,6725,RENT,38000.0,21.44,0.1531,0,8479,UNDER_FORTY,0,0.6174335848929707,0
101630,14000,OWN,60000.0,8.55,0.1972,0,5922,UNDER_FORTY,0,0.6132523169691547,0
79174,2600,OWN,65000.0,11.87,0.0971,0,7202,UNDER_FORTY,0,0.3255509361631959,0
70362,6000,RENT,65000.0,11.45,0.1305,0,7171,UNDER_FORTY,0,0.46490854652000746,0
79595,19200,MORTGAGE,65000.0,11.21,0.1368,0,11401,OVER_FORTY,0,0.4978623507932113,0
83276,12800,MORTGAGE,48000.0,19.88,0.0603,0,8875,UNDER_FORTY,0,0.2790321511527456,0
101742,7950,RENT,28800.0,31.92,0.1875,0,11281,OVER_FORTY,1,0.7437834156348269,1
104175,6000,RENT,35000.0,17.25,0.2049,0,7657,UNDER_FORTY,0,0.7090931565500354,1
100305,5750,OWN,35000.0,25.68,0.1114,0,9210,OVER_FORTY,0,0.5024396279384966,0
81320,12700,MORTGAGE,107000.0,7.6,0.1114,0,7414,OVER_FORTY,0,0.342781872110781,0
73181,12000,RENT,65000.0,33.34,0.20800000000000002,0,12405,OVER_FORTY,0,0.7118167395146167,1
102292,15000,MORTGAGE,52000.0,22.82,0.1311,0,10855,UNDER_FORTY,0,0.5333571848829788,0
94795,20000,RENT,70000.0,27.09,0.1212,0,6349,UNDER_FORTY,0,0.5025195990776167,0
93836,8000,MORTGAGE,40000.0,29.52,0.1629,0,5680,OVER_FORTY,1,0.6299312556907252,1
96949,3725,MORTGAGE,50000.0,25.27,0.1212,0,8449,OVER_FORTY,0,0.47515706526469886,0
101526,4000,RENT,25000.0,31.06,0.1409,0,4127,UNDER_FORTY,0,0.635212203982278,1
105342,6000,MORTGAGE,85000.0,20.61,0.1212,0,8693,OVER_FORTY,0,0.4133739411314139,0
90311,10000,MORTGAGE,65000.0,8.4,0.1212,0,6653,UNDER_FORTY,0,0.4206358166492397,0
84441,12000,MORTGAGE,89000.0,5.77,0.0603,0,9149,OVER_FORTY,0,0.19748749590662962,0
