id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status,probability,score
106445,10800.0,RENT,72000.0,6.7,0.1433,0,7049,UNDER_FORTY,0,0.4886484705711025,0
79934,20000.0,OWN,150000.0,15.42,0.1155,0,6957,UNDER_FORTY,0,0.3470071157756776,0
88701,15250.0,RENT,50000.0,6.94,0.1311,0,6075,UNDER_FORTY,0,0.5073846086099429,0
93205,26000.0,RENT,61000.0,18.33,0.1433,0,8479,OVER_FORTY,0,0.5665856260732892,0
81408,12000.0,MORTGAGE,58000.0,19.35,0.1016,0,15419,OVER_FORTY,0,0.4228446099147785,0
110520,10000.0,RENT,62000.0,13.61,0.089,0,10093,UNDER_FORTY,0,0.3668118121857577,0
105980,14000.0,MORTGAGE,130000.0,23.81,0.1311,0,7597,UNDER_FORTY,0,0.4193080756134337,0
110789,8725.0,RENT,26054.81,31.5,0.1409,0,9848,OVER_FORTY,0,0.6652131762829204,1
85230,8400.0,RENT,30000.0,20.84,0.1016,0,6533,UNDER_FORTY,0,0.502368625193769,0
88964,18000.0,RENT,45000.0,10.22,0.1212,0,5011,UNDER_FORTY,0,0.5020306362003808,0
98022,20000.0,MORTGAGE,45000.0,12.61,0.0603,0,16454,UNDER_FORTY,0,0.2880165103791438,0
109952,10850.0,RENT,31000.0,23.19,0.1311,0,9180,OVER_FORTY,0,0.6054451988797347,0
76941,7000.0,MORTGAGE,28000.0,14.12,0.1305,0,12954,UNDER_FORTY,0,0.5642704905531386,0
84344,20000.0,RENT,210000.0,4.43,0.1727,0,18129,UNDER_FORTY,0,0.4572285904701426,0
85963,10075.0,OWN,29028.0,24.12,0.1016,0,9271,UNDER_FORTY,0,0.5037439401350573,0
89301,18550.0,RENT,65000.0,23.8,0.1212,0,5710,UNDER_FORTY,0,0.4984316778194176,0
80972,6250.0,RENT,85000.0,9.43,0.1875,0,4919,UNDER_FORTY,0,0.5544014261908987,0
72224,11700.0,MORTGAGE,33700.0,33.36,0.1235,0,7994,UNDER_FORTY,0,0.5797518254577102,0
76654,11500.0,MORTGAGE,35000.0,12.21,0.1064,0,8328,UNDER_FORTY,0,0.4665479817685134,0
72600,11100.0,MORTGAGE,47000.0,29.21,0.0603,0,13319,UNDER_FORTY,0,0.3050943139490376,0
103672,20000.0,RENT,105000.0,12.18,0.1114,0,6136,UNDER_FORTY,0,0.3855116140596015,0
103355,10000.0,MORTGAGE,40000.0,20.88,0.1849,0,8267,OVER_FORTY,0,0.6634109921424437,1
107662,12000.0,RENT,68000.0,8.52,0.1114,0,7749,UNDER_FORTY,1,0.4165927828055627,0
95038,10800.0,RENT,85000.0,5.69,0.158,0,5465,UNDER_FORTY,0,0.4970246165004944,0
99291,21250.0,RENT,48000.0,28.93,0.1409,0,6988,UNDER_FORTY,0,0.6077136802324689,0
101377,7500.0,RENT,44292.0,21.78,0.1409,0,8267,OVER_FORTY,0,0.5741516012879193,0
94899,22475.0,MORTGAGE,92500.0,6.2,0.1409,0,8175,OVER_FORTY,0,0.4510837553745703,0
95297,13200.0,MORTGAGE,86400.0,13.29,0.1114,0,6926,UNDER_FORTY,0,0.3804137343028403,0
95918,16000.0,RENT,60000.0,10.4,0.1016,0,9848,UNDER_FORTY,0,0.4168281261378735,0
111235,20000.0,RENT,185000.0,19.14,0.1311,0,6714,UNDER_FORTY,0,0.3954253080543781,0
76092,8000.0,RENT,40000.0,24.21,0.208,0,7506,UNDER_FORTY,0,0.7223204585246064,1
103960,6000.0,OWN,47000.0,13.66,0.1531,0,9118,UNDER_FORTY,0,0.5485158445129266,0
100117,7200.0,MORTGAGE,40352.0,14.27,0.1311,0,12681,OVER_FORTY,1,0.5234811954850324,0
84941,11700.0,MORTGAGE,72000.0,26.23,0.1433,0,6714,UNDER_FORTY,1,0.5204036917213384,0
89928,4000.0,OWN,70000.0,9.03,0.1777,0,5649,UNDER_FORTY,0,0.5241782787685558,0
102040,15000.0,OWN,65000.0,17.58,0.1409,0,8967,UNDER_FORTY,1,0.5148458617843946,0
74801,17000.0,MORTGAGE,170000.0,2.89,0.079,0,14231,OVER_FORTY,0,0.2119032630342519,0
110444,12800.0,MORTGAGE,110000.0,17.06,0.0762,0,9606,OVER_FORTY,0,0.2575176810613263,0
107049,6500.0,MORTGAGE,30000.0,9.28,0.1016,0,9455,OVER_FORTY,0,0.4481758600277858,0
81254,3200.0,RENT,46000.0,25.12,0.1311,0,7383,UNDER_FORTY,1,0.5286197669460438,0
84271,7200.0,RENT,45500.0,13.95,0.21,0,8175,OVER_FORTY,1,0.6883932882650048,1
77957,7000.0,OWN,51600.0,18.91,0.0971,0,7841,UNDER_FORTY,0,0.3942769556946948,0
108875,28000.0,MORTGAGE,91000.0,18.45,0.089,0,9241,OVER_FORTY,0,0.3400350050073462,0
104836,19750.0,RENT,45082.0,25.69,0.158,0,9302,UNDER_FORTY,0,0.6483495894572808,1
78392,15250.0,OWN,53000.0,9.85,0.089,0,7810,OVER_FORTY,0,0.3597076730194707,0
101902,16000.0,RENT,65000.0,4.87,0.1114,0,5100,UNDER_FORTY,0,0.4122263523002903,0
111901,3200.0,MORTGAGE,43766.0,4.38,0.1777,0,4888,UNDER_FORTY,0,0.55859087676205,0
81094,10400.0,RENT,65000.0,16.49,0.1016,0,10579,UNDER_FORTY,0,0.4137627896768582,0
82411,8400.0,RENT,85000.0,15.2,0.1433,0,8905,UNDER_FORTY,0,0.4895807182217427,0
101822,2375.0,RENT,48000.0,23.72,0.21,0,5131,UNDER_FORTY,0,0.6728295428621153,1
75448,15000.0,RENT,44000.0,8.54,0.0971,0,9302,UNDER_FORTY,0,0.4300710153651652,0
83486,15000.0,MORTGAGE,45000.0,25.76,0.1114,0,12163,OVER_FORTY,0,0.503444970892454,0
84635,15000.0,RENT,37000.0,9.11,0.1905,0,9545,UNDER_FORTY,0,0.6851546828953798,1
100801,17625.0,MORTGAGE,70000.0,33.91,0.1311,0,9759,OVER_FORTY,0,0.5305689013421259,0
91159,6650.0,MORTGAGE,32800.0,32.2,0.1212,0,10001,UNDER_FORTY,0,0.5625106709909663,0
86604,12000.0,MORTGAGE,65000.0,23.1,0.0662,0,8663,OVER_FORTY,0,0.2800791743694347,0
91152,9000.0,OWN,40000.0,19.12,0.1905,0,8814,OVER_FORTY,0,0.6677781619251534,1
98742,18000.0,RENT,70000.0,26.41,0.1016,0,5588,UNDER_FORTY,0,0.4345405423294992,0
79154,13600.0,MORTGAGE,75000.0,16.96,0.1235,2,9910,UNDER_FORTY,1,0.4557818243992084,0
87795,7750.0,RENT,45000.0,13.04,0.1875,0,8632,UNDER_FORTY,1,0.6513370435013441,1
96947,6250.0,RENT,30000.0,6.6,0.1727,0,5162,UNDER_FORTY,0,0.6372398543346817,1
109660,7200.0,MORTGAGE,59000.0,8.44,0.1433,1,11097,OVER_FORTY,1,0.495448746550036,0
77117,4375.0,OWN,23000.0,18.26,0.1952,0,6926,UNDER_FORTY,1,0.7099297198713157,1
80380,17625.0,MORTGAGE,70000.0,27.39,0.0971,0,5861,OVER_FORTY,0,0.400212562369628,0
106152,7350.0,OWN,41000.0,17.39,0.1114,0,9089,OVER_FORTY,0,0.4673631091611063,0
105958,5725.0,RENT,75000.0,17.95,0.1531,0,7263,UNDER_FORTY,0,0.5220095593975418,0
97488,15000.0,RENT,80000.0,29.54,0.1727,0,14293,OVER_FORTY,0,0.6257708327814757,1
88117,6500.0,MORTGAGE,84100.0,12.19,0.1433,0,7383,UNDER_FORTY,0,0.4497991040273856,0
75823,4000.0,RENT,67954.0,6.0,0.1433,0,5131,UNDER_FORTY,0,0.461338209166001,0
86303,24000.0,MORTGAGE,84000.0,12.37,0.079,0,7506,UNDER_FORTY,0,0.2923790162482924,0
